137.5,138,E-,7/5,h7,1,vii=7/V
138,139,E-,1,M,2,I64
139,139.5,E-,5,D7,0,V7
139.5,140,E-,1,M,0,I
140,140.5,A-,7/5,d,1,vii-6/V
140.5,141,A-,5,D7,1,V65
141,142.5,A-,1,M,0,I
142.5,144,A-,5,D7,1,V65
144,145,A-,1,M,0,I
145,145.5,A-,5,D7,0,V7
145.5,146,A-,1,M,1,I6
146,147,A-,5,M,0,V
147,148,A-,4,M,0,IV
148,148.5,A-,1,M,2,I64
148.5,149,A-,7/5,d,0,vii-/V
149,149.5,A-,7,d,2,vii-64
149.5,150,A-,1,M,1,I6
150,151,A-,1,M,2,I64
151,151.5,A-,5,D7,0,V7
151.5,152.5,A-,1,M,0,I
152.5,154.5,a-,1,m,0,i
154.5,156,a-,7,d,1,vii-6
156,157.5,a-,1,m,1,i6
157.5,159,a-,-2,M,1,N6
159,160.5,a-,7/4,d7,1,vii-65/iv
160.5,162,a-,4,m,1,iv6
162,163.5,a-,7/5,d7,1,vii-65/V
163.5,165,a-,5,M,0,V
165,166.5,a-,1,m,0,i
166.5,168,a-,7,d,1,vii-6
168,169.5,a-,1,m,1,i6
169.5,171,a-,-2,M,1,N6
171,172.5,a-,7/4,d7,1,vii-65/iv
172.5,173.5,a-,4,m,1,iv6
173.5,174,a-,7/5,d7,1,vii-65/V
174,175,a-,1,m,2,i64
175,175.5,a-,5,M,0,V
175.5,176.5,a-,1,m,0,i
176.5,177.5,a-,7/6,d,2,vii-64/VI
177.5,178.5,a-,5/4,D7,0,V7/iv
178.5,180,a-,2,d,2,ii-64
180,181.5,a-,5,D7,0,V7
181.5,183,a-,1,m,0,i
183,184.5,a-,5/5,D7,1,V65/V
184.5,186,a-,5,M,0,V
186,187,e-,1,m,2,i64
187,187.5,e-,5,M,0,V
187.5,188.5,e-,6,m,0,vi
188.5,189,e-,5/5,M,1,V6/V
189,190,e-,1,m,2,i64
190,190.5,e-,5,M,0,V
190.5,191,e-,1,m,0,i
191,192,a-,5,D7,2,V43
192,193.5,a-,1,m,0,i
193.5,195,a-,7,d,1,vii-6
195,196.5,a-,1,m,1,i6
196.5,198,a-,-2,M,1,N6
198,199.5,a-,7/4,d7,1,vii-65/iv
199.5,200.5,a-,4,m,1,iv6
200.5,201,a-,7/5,d7,1,vii-65/V
201,202,a-,1,m,2,i64
202,202.5,a-,5,M,0,V
202.5,203.5,a-,1,m,0,i
203.5,205.5,A-,1,M,0,I
205.5,207,A-,7,d,1,vii-6
207,208.5,A-,1,M,1,I6
208.5,209,A-,7/5,h7,0,vii=7/V
209,209.5,A-,5,M,0,V
209.5,210,A-,4,M,1,IV6
210,210.5,A-,7,d7,0,vii-7
210.5,211,A-,1,M,0,I
211,211.5,A-,7/5,d,0,vii-/V
211.5,212,A-,5,D7,3,V42
212,212.5,A-,1,M,1,I6
212.5,213,A-,7/5,d7,1,vii-65/V
213,213.5,A-,7,d7,0,vii-7
213.5,214,A-,1,M,0,I
214,214.5,A-,7/5,d7,0,vii-7/V
214.5,216,A-,5,M,0,V
216,217.5,A-,1,M,0,I
217.5,219,A-,7,d,1,vii-6
219,220.5,A-,1,M,1,I6
220.5,221,A-,7/5,h7,0,vii=7/V
221,221.5,A-,5,M,0,V
221.5,222,A-,4,M,1,IV6
222,222.5,A-,7,d7,0,vii-7
222.5,223,A-,1,M,0,I
223,223.5,A-,7/5,d,0,vii-/V
223.5,224,A-,5,D7,3,V42
224,224.5,A-,1,M,1,I6
224.5,225,A-,7/5,d7,1,vii-65/V
225,226,A-,1,M,2,I64
226,226.5,A-,5,D7,0,V7
226.5,227.5,A-,1,M,0,I
227.5,228,b-,6,M,1,VI6
228,229,b-,5,M,1,V6
229,229.5,b-,5,D7,1,V65
229.5,230.5,b-,1,m,0,i
230.5,231,a-,6,M,1,VI6
231,232,a-,5,M,1,V6
232,232.5,a-,5,D7,1,V65
232.5,233.5,a-,5/4,M,0,V/iv
233.5,234,f,1,m,1,i6
234,235,f,5/5,D7,0,V7/V
235,235.5,f,5,D7,0,V7
235.5,236.5,f,5/4,M,0,V/iv
236.5,237,E-,5/5,M,1,V6/V
237,238,E-,1,M,2,I64
238,238.5,E-,7/6,d7,0,vii-7/vi
238.5,239.5,E-,6,m,0,vi
239.5,240,E-,5/5,M,1,V6/V
240,241,E-,1,M,2,I64
241,241.5,E-,5,D7,0,V7
241.5,242,E-,1,M,0,I
242,243,A-,5,D7,2,V43
243,244.5,A-,1,M,0,I
244.5,246,A-,7,d,1,vii-6
246,247.5,A-,1,M,1,I6
247.5,248,A-,7/5,h7,0,vii=7/V
248,248.5,A-,5,M,0,V
248.5,249,A-,4,M,1,IV6
249,249.5,A-,7,d7,0,vii-7
249.5,250,A-,1,M,0,I
250,250.5,A-,7/5,d,0,vii-/V
250.5,251,A-,5,D7,3,V42
251,251.5,A-,1,M,1,I6
251.5,252,A-,7/5,d7,1,vii-65/V
252,253,A-,1,M,2,I64
253,253.5,A-,5,D7,0,V7
253.5,254.5,A-,1,M,0,I
254.5,256.5,A-,1,M,0,I
256.5,258,A-,5,M,2,V64
258,259,A-,1,M,1,I6
259,259.5,A-,5,M,1,V6
259.5,260,A-,1,M,0,I
260,260.5,A-,5,M,0,V
260.5,261,A-,5,m,1,v6
261,262,A-,4,M,1,IV6
262,262.5,A-,1,M,2,I64
262.5,263,A-,5/5,D7,1,V65/V
263,263.5,A-,5,D7,3,V42
263.5,264,A-,1,M,1,I6
264,264.5,A-,7/5,d,1,vii-6/V
264.5,265,A-,7/6,d7,1,vii-65/vi
265,265.5,A-,1,M,0,I
265.5,267,A-,5,D7,0,V7
267,268.5,A-,1,M,0,I
268.5,270,A-,5,M,2,V64
270,271,A-,1,M,1,I6
271,271.5,A-,5,M,1,V6
271.5,272,A-,1,M,0,I
272,272.5,A-,5,M,0,V
272.5,273,A-,5,m,1,v6
273,274,A-,4,M,1,IV6
274,274.5,A-,1,M,2,I64
274.5,275,A-,5/5,D7,1,V65/V
275,275.5,A-,5,D7,3,V42
275.5,276,A-,1,M,1,I6
276,277,A-,1,M,2,I64
277,277.5,A-,5,D7,0,V7
277.5,279,A-,1,M,0,I
279,279.5,A-,5/2,M,1,V6/ii
279.5,280,A-,7/6,d7,1,vii-65/vi
280,280.5,A-,6,m7,1,vi65
280.5,282,A-,2,m,0,ii
282,282.5,A-,5,M,1,V6
282.5,283,A-,7/5,d,1,vii-6/V
283,283.5,A-,5,D7,1,V65
283.5,285,A-,1,M,0,I
285,285.5,A-,1,M,1,I6
285.5,286,A-,7/3,d7,0,vii-7/iii
286,286.5,A-,7/6,d7,2,vii-43/vi
286.5,287,A-,6,m,1,vi6
287,287.5,A-,7/6,d,1,vii-6/vi
287.5,288,A-,6,m,0,vi
288,289,E-,1,M,2,I64
289,289.5,E-,7/6,d7,0,vii-7/vi
289.5,290.5,E-,6,m,0,vi
290.5,291,E-,7,d7,2,vii-43
291,292,E-,1,M,2,I64
292,292.5,E-,5,D7,0,V7
292.5,293,E-,1,M,0,I
293,293.5,A-,7/5,d,1,vii-6/V
293.5,294,A-,5,D7,0,V7
294,295.5,A-,1,M,0,I
295.5,297,A-,5,M,2,V64
297,298,A-,1,M,1,I6
298,298.5,A-,5,M,1,V6
298.5,299,A-,1,M,0,I
299,299.5,A-,5,M,0,V
299.5,300,A-,5,m,1,v6
300,301,A-,4,M,1,IV6
301,301.5,A-,1,M,2,I64
301.5,302,A-,5/5,D7,1,V65/V
302,302.5,A-,5,D7,3,V42
302.5,303,A-,1,M,1,I6
303,304,A-,1,M,2,I64
304,304.5,A-,5,D7,0,V7
304.5,307.5,A-,1,M,0,I
307.5,310.5,A-,5,D7,0,V7
310.5,313.5,A-,1,M,0,I
313.5,316.5,A-,5,D7,0,V7
316.5,318,A-,1,M,0,I
318,319.5,A-,5,D7,0,V7
319.5,321,A-,1,M,0,I
321,322.5,A-,5,D7,0,V7
322.5,328,A-,1,M,0,I
