256.5,258,C,7,d,0,vii-
258,259.5,C,1,M,0,I
259.5,261,C,2,m7,0,ii7
261,262.5,C,5,D7,0,V7
262.5,264,C,1,M,0,I
264,267,E-,5/6,M,0,V/vi
267,276,E-,5/6,D7,0,V7/vi
276,277.5,E-,6,m,1,vi6
277.5,279,E-,4,M7,1,IV65
279,280.5,E-,2,m,0,ii
280.5,282,E-,5,D7,1,V65
282,294,E-,5,D7,0,V7
294,298,E-,1,M,0,I
298,302,E-,5,D7,0,V7
302,306,E-,1,M,0,I
306,308,E-,5,D7,0,V7
308,310,E-,1,M,0,I
310,314,E-,1,M,0,I
314,318,E-,5,D7,0,V7
318,322,E-,1,M,0,I
322,323.5,E-,5,D7,0,V7
323.5,324,E-,5,D7,3,V42
324,326,E-,1,M,1,I6
326,336.5,E-,5,D7,0,V7
336.5,337,E-,7/6,d7,0,vii-7/vi
337,337.5,E-,6,m,0,vi
337.5,338,E-,5/6,M,0,V/vi
338,338.5,E-,4,M7,0,IV7
338.5,339,E-,5/5,M,1,V6/V
339,340,E-,5,D7,0,V7
340,342,E-,1,M,0,I
342,350,E-,5,D7,2,V43
350,352.5,E-,5,D7,1,V65
352.5,353,E-,7/6,d7,1,vii-65/vi
353,353.5,E-,4,M,2,IV64
353.5,354,E-,5/6,M,1,V6/vi
354,354.5,E-,6,m,0,vi
354.5,355,E-,5/5,M,1,V6/V
355,357,E-,5,D7,0,V7
357,358,E-,1,M,0,I
358,362,E-,7/4,d,0,vii-/IV
362,366,E-,4,M,2,IV64
366,370,E-,7,d,0,vii-
370,372,E-,1,M,0,I
372,374,E-,7,d,0,vii-
374,376,E-,1,M,0,I
376,378,E-,7,d,0,vii-
378,390,E-,1,M,0,I
