174,177,A-,5,D7,0,V7
177,180,A-,1,M,1,I6
180,183,A-,2,m7,1,ii65
183,186,D-,5,D7,1,V65
186,189,D-,1,M,0,I
189,192,D-,5,D7,2,V43
192,195,D-,5,D7,3,V42
195,198,D-,1,M,1,I6
198,201,E,6,m,1,vi6
201,204,E,5,M,1,V6
204,207,E,5,D7,1,V65
207,210,E,1,M,0,I
210,213,E,5,D7,2,V43
213,216,E,1,M,1,I6
216,219,E,5,D7,1,V65
219,220.5,E,1,M,0,I
220.5,221.5,E,4,M,1,IV6
221.5,222.5,E,+4,a6,1,It+6
222.5,223,E,1,M,2,I64
223,223.5,E,4,M,0,IV
223.5,224.5,E,1,M,1,I6
224.5,226,E,4,M,0,IV
226,227,E,1,M,1,I6
227,228,E,2,m,0,ii
228,229,E,1,M,1,I6
229,230,E,2,m,0,ii
230,231,A-,6,m,0,vi
231,233,A-,5,M,0,V
233,234,A-,1,M,0,I
234,235,A-,4,M,0,IV
235,236,A-,1,M,1,I6
236,237,A-,2,m,0,ii
237,238,A-,1,M,1,I6
238,239,A-,2,m,0,ii
239,240,A-,1,M,0,I
240,240.5,A-,5/6,M,1,V6/vi
240.5,241,A-,4,M,0,IV
241,241.5,A-,7/3,d,1,vii-6/iii
241.5,242,A-,3,m,0,iii
242,242.5,A-,7/2,d,1,vii-6/ii
242.5,243,A-,2,m,0,ii
243,243.5,A-,7/3,d,1,vii-6/iii
243.5,244,A-,3,m,0,iii
244,244.5,A-,7/2,d,1,vii-6/ii
244.5,245,A-,2,m,0,ii
245,245.25,A-,1,M,1,I6
245.25,245.5,A-,5,D7,3,V42
245.5,245.75,A-,1,M,1,I6
245.75,246,A-,5,D7,3,V42
246,247,A-,1,M,1,I6
247,248,A-,5,D7,3,V42
248,248.25,A-,1,M,1,I6
248.25,248.5,A-,5/5,D7,0,V7/V
248.5,248.75,A-,1,M,1,I6
248.75,249,A-,5/5,D7,0,V7/V
249,250,A-,1,M,1,I6
250,251,A-,5/5,D7,0,V7/V
251,252,A-,5/5,D7,3,V42/V
252,253,A-,5,M,1,V6
253,254,A-,5/5,D7,2,V43/V
254,255,A-,5,M,0,V
255,257,A-,5,D7,3,V42
257,258,A-,5,M,0,V
258,261,A-,1,M,0,I
261,267,A-,1,M,1,I6
267,269,A-,2,m7,1,ii65
269,270,A-,5,M,0,V
270,271,A-,7/5,d7,1,vii-65/V
271,272,A-,7,d7,0,vii-7
272,273,A-,1,M,0,I
273,275,A-,4,M,0,IV
275,276,A-,5,M,0,V
276,278,A-,1,M,0,I
278,279,A-,5,D7,0,V7
279,281,A-,1,M,0,I
281,282,A-,5,D7,0,V7
282,288,A-,1,M,0,I
288,291,A-,5/5,D7,2,V43/V
291,294,A-,5,M,0,V
294,297,A-,5/5,D7,2,V43/V
297,298,A-,5,M,0,V
298,300.5,A-,5,D7,3,V42
300.5,303.5,A-,1,M,1,I6
303.5,306.5,A-,7/6,d7,0,vii-7/vi
306.5,309.5,A-,6,m,0,vi
309.5,312,A-,5,M,0,V
312,315,A-,1,M,0,I
315,318,A-,5,D7,2,V43
318,321,A-,1,M,1,I6
321,324,A-,5,D7,1,V65
324,325,A-,1,M,0,I
325,326,A-,4,M,1,IV6
326,327,A-,1,M,1,I6
327,328,A-,4,M,0,IV
328,329,A-,5,D7,2,V43
329,330,A-,1,M,1,I6
330,332,A-,4,M,0,IV
332,333,A-,5,M,0,V
333,336,A-,1,M,1,I6
336,338,A-,4,M7,0,IV7
338,339,A-,5,M,0,V
339,340,A-,1,M,0,I
340,341,A-,4,M,1,IV6
341,344,A-,5,D7,0,V7
344,348,A-,1,M,0,I
